ItemID,ItemCode,ItemDescription,BV,QV,Wholesale Price,Web Category,Sub Category,ShortDetail,ShortDetail2,ShortDetail3,ShortDetail4,LongDetail,LongDetail2,LongDetail3,LongDetail4,TinyImageUrl,SmallImageUrl,LargeImageUrl,ItemTypeID,Weight,IsVirtual,AllowOnAutoOrder,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,OtherCheck1,OtherCheck2,OtherCheck3,OtherCheck4,OtherCheck5,IsGroupMaster,GroupDescription,GroupMembersDescription,IsDynamicKitMaster,AvailableAllCountryRegions,AllowPartialAmounts,Auto1,Auto2,Auto3,ItemType
,USAN510050,Anthology Textured Cardstock Pack - Black (30 sheets) ,12,12,16.1,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005063_anthology-textured-cardstock-pack-black-30-sheets.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN510070,Anthology Textured Cardstock Pack - White (30 sheets) ,12,24,16.1,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005064_anthology-textured-cardstock-pack-white-30-sheets.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN510080,Anthology Textured Cardstock Pack - Vanilla (30 sheets) ,12,12,16.1,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005065_anthology-textured-cardstock-pack-vanilla-30-sheets.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN510405,Anthology Textured Cardstock Pack - Earth Tones (30 sheets) ,12,12,16.1,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005075_anthology-textured-cardstock-pack-earth-tones-30-sheets.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN570908,ANTHOLOGY AUGUST LAYOUT KIT,31,47,49,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0004938_anthology-august-layout-kit.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN570911,November Layout Kit,31,47,49,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005345_november-layout-kit.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN571909,ANTHOLOGY SEPTEMBER HANGIN’ AROUND CARD KIT,29,48,49,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005070_anthology-september-hangin-around-card-kit.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN571912,"Valentine Make  Shake Kit, ",31,47,49,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005510_valentine-make-shake-kit.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN572901,Family Time Pocket Kit ,37,84,49,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005511_family-time-pocket-kit.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN572910,Anthology by Lisa Bearnson October Better Together Pocket Kit,37,42,49,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005161_anthology-by-lisa-bearnson-october-better-together-pocket-kit.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN573901,ANTHOLOGY Pearls  Brads Embellishment Kit ,29,48,49,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005810_anthology-pearls-brads-embellishment-kit.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN573908,ANTHOLOGY AUGUST ROSEY POSEY PAPER COLLECTION KIT,29,38,42,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0004939_anthology-august-rosey-posey-paper-collection-kit.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN573909,ANTHOLOGY SEPTEMBER EMBELLISHMENT KIT ,27,80,42,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005071_anthology-september-embellishment-kit.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN573910,Anthology by Lisa Bearnson October Christmas Wishes Paper Collection Kit,27,80,42,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005165_anthology-by-lisa-bearnson-october-christmas-wishes-paper-collection-kit.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN573911,Holiday Nifty Gifty Kit,29,48,49,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005346_holiday-nifty-gifty-kit.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN573912,XOXO Paper Collection,29,38,42,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005778_anthology-by-lisa-bearnson-xoxo-paper-collection.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN574901,January Stamp Set,20,22,24,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005779_anthology-by-lisa-bearnson-january-stamp-set.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN574908,ANTHOLOGY AUGUST STAMP SETS,20,22,24,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0004940_anthology-august-stamp-sets.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN574909,ANTHOLOGY SEPTEMBER STAMP SETS ,20,22,24,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005072_anthology-september-stamp-sets.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN574910,Anthology by Lisa Bearnson October Stamp Sets,20,44,24,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005162_anthology-by-lisa-bearnson-october-stamp-sets.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN574911,November Stamp Sets,20,22,24,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005347_november-stamp-sets.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN574912,December Stamp Set,20,22,24,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005512_december-stamp-set.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN650040,Mini Stamp Pads - Primary,6,10,11.2,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005066_mini-stamp-pads-primary.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN650041,Mini Stamp Pads - Classic,6,10,11.2,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005067_mini-stamp-pads-classic.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN650042,Mini Stamp Pads - Brights,6,10,11.2,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005068_mini-stamp-pads-brights.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN650045,Mini Stamp Pads - Pastel,6,10,11.2,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005069_mini-stamp-pads-pastel.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN700000,ANTHOLOGY PERFECT LAYERS DELUXE 3 TOOL SET,14,52,29.4,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0005046_anthology-perfect-layers-deluxe-3-tool-set.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN900010,ANTHOLOGY YOUNGEVITY BUSINESS BUILDER KIT,23,42,42,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0004937_anthology-youngevity-business-builder-kit.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAN900020,"ANTHOLOGY ACRYLIC BLOCKS, 3 piece set",14,15,19.6,"(1, 186)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0004952_anthology-acrylic-blocks-3-piece-set.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67000RCSET,Essential Oil Reference Card Set,0,0,15,"(1, 187)",,,,,,,,,,,C:\inetpub\buyygy\90forLifeStore\content\images\thumbs\0003435_essential-oil-reference-card-set.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67011,1st Defense™ Essential Oil Blend – 10ml,23,25,28.6,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67012,Awareness™ Essential Oil Blend – 10ml,19,21,23.9,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67013,Breath of Life™ Essential Oil Blend – 10ml,19,21,23.9,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67014,Clary Sage Essential Oil – 10ml,37,40.5,37,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67015,Deep Cleanser™ Essential Oil Blend – 10ml,16.5,18,20.8,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67016,Eucalyptus Globulus Essential Oil – 10ml,14,14,14,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67016RC,Eucalyptus Globulus  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67017,Eucalyptus Radiata Essential Oil – 10ml,21,23,25.7,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67017RC,Eucalyptus Radiata  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67018,"Fir, Balsam Essential Oil – 10ml",39,42.5,37,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67018RC,Fir Balsam  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67019,Frankincense Essential Oil - 5 ml bottle,28,28,28,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67019RC,Frankincense  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67020,Frankincense and Lavender Essential Oil Blend – 10ml,33.5,36.5,38.5,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67020RC,Frankincense Lavender Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67021,GI Purify™ Essential Oil Blend – 10ml,22.5,24.5,28.1,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67021RC,GI Purify™  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67022,Ginger Essential Oil – 10ml,28,28,28,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67022RC,Ginger  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67023,"Grapefruit, Pink Essential Oil – 10ml",17,17,27.6,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67023RC,Pink Grapefruit  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67024,HELICHRYSUM OIL 5 ML BOTTLE ,75,75,90,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67025,Lavender Mailette Essential Oil – 10ml,19,21,22.4,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67025RC,Lavender  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67026,Lemon Essential Oil – 10ml,24,26,14,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67026RC,Lemon  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67027,Myrrh Essential Oil – 5ml,33.5,36.5,38.2,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67027RC,Myrrh  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67028,"Orange, Sweet Essential Oil – 10ml",22,24,25.7,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67028RC,"Orange, Sweet  Reference Cards",0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67029,Oregano and Lavender Essential Oil Blend – 10ml,15.5,17,19.8,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67029RC,Oregano  Lavender  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67030,Peppermint Essential Oil – 10ml,24,24,24,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67030RC,Peppermint  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67031,Prosperity™ Essential Oil Blend – 10ml,17,18.5,21.8,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67031RC,Prosperity™  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67032,Ravensara Essential Oil – 10ml,27,27,27,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67032RC,Ravensara   Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67033,Robe of Light Oil -  10 ml bottle  ,35.5,117,40.6,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67033RC,Robe of Light  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67034,Rose Geranium Essential Oil – 10ml,58,58,58,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67034RC,Rose Geranium  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67035,Sandalwood Essential Oil – 5ml,38,41.5,52,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67035RC,Sandalwood  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67036,Shamans Blend Oil 10 ml bottle,26.5,87,31.2,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67036RC,Shamans Blend  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67037,Tea Tree Essential Oil - 10 ml bottle ,17.5,19,21,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67037RC,Tea Tree  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67038,Thyme Ct. Linalool Essential Oil – 10ml,67,67,67.6,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67038RC,Thyme ct. Linalool Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67039,To Be At Peace™ Essential Oil Blend – 10ml,20.5,22.5,23.9,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67039RC,To Be At Peace™  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67040,To Be Happy™ Essential Oil Blend – 10ml,16.5,18,19.8,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67040RC,To Be Happy™  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67041,To Be Loved™ Essential Oil Blend – 10ml,27.5,30,31.2,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67041RC,To Be Loved™  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67042,To Be Well™ Essential Oil Blend – 10ml,23,25,27,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67042RC,To Be Well™  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67043,Trauma™ Essential Oil Blend – 10ml,65,65,75,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67043RC,Trauma™  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67044,Ylang Ylang™ Essential Oil – 10ml,27.5,30,30.9,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67044RC,Ylang Ylang  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67045,Thyme Thymol Oil - 10 ml bottle,36,118.5,41.3,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67045RC,Thyme Thymol  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67046,Sacred Place™ Essential Oil Blend – 10ml,21.5,23.5,25,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67046RC,Sacred Place™  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67047,Dragon’s Breath™ Essential Oil Blend – 10ml,28,30.5,34.3,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67047RC,Dragons Breath™  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67048,Sealing Essential Oil - 5 ml bottle,18,60,21.8,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67048RC,Sealing Oil™  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67049,Cinnamon Essential Oil – 5ml,27.5,30,31.2,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67049RC,Cinnamon  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67050,Grapeseed Carrier Oil – 8 oz,17,18.5,19.5,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67050RC,Grapeseed Carrier Oil Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67050s,GRAPE SEED CARRIER OIL - 2 OZ  (for kits only),0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67051,Clove Bud Essential Oil – 10ml,18,18,17.2,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67051RC,Clove Bud  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67052,Cypress Essential Oil – 10ml,24,24,24,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67052RC,Cypress  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67053,Black Spruce Essential Oil – 10ml,27,27,30.9,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67053RC,Black Spruce  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67054,"Marjoram, Sweet Essential Oil – 10ml",27,27,27,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67054RC,"Marjoram, Sweet  Reference Cards",0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67055,Jojoba Carrier Oil – 8 oz,41,44.5,46.8,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67055RC,Jojoba Seed Carrier Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67055s,JOJOBA SEED BLENDING OIL 2 oz (for Kits only),0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67056,Lavender Chamomile Essential Oil Blend – 10ml,36,39.5,41.3,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67056RC,"Lavender, Chamomile  Reference Cards",0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67057,Red Mandarin Essential Oil – 10ml,31.5,34.5,34.8,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67057RC,Red Mandarin  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67058,"Rosemary Ct. 1, 8 Cineol Essential Oil – 10ml",18,18,18,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67058RC,"Rosemary Ct. 1, 8 Cineol  Reference Cards",0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67061,"Basil, Sweet Essential Oil – 10ml",24,24,24,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67061RC,"Basil, Sweet  Reference Cards",0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67062,Bay Laurel Essential Oil - 10 ml,35,38.5,41.3,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67062RC,Bay Laurel  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67063,Bergamot Essential Oil - 10 ml,43,47,48.9,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67063RC,Bergamot  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67064,"Birch, Sweet Essential Oil – 10ml",18,18,18,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67064RC,"Birch, Sweet  Reference Cards",0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67065,Carrot Seed Essential Oil - 10 ml,44,44,44,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67065RC,Carrot Seed  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67066,Cedarwood Essential Oil – 10ml,19,21,22.4,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67066RC,Cedarwood  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67067,Eucalyptus Citriodora Essential Oil - 10 ml,17,17,17,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67067RC,Eucalyptus Citriodora  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67068,Lemongrass Essential Oil - 10 ml,21,23,24.7,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67068RC,Lemongrass  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67069,Niaouli Essential Oil - 10 ml,17,17,24.7,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67069RC,Niaouli  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67070,Patchouli Essential Oil - 10 ml,36,39.5,41.3,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67070RC,Patchouli  Reference Cards,0,0,0,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67071,Jasmine 10% Essential Oil – 5ml,22,24,27,"(1, 187)",,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
